Accident_Index,longitude,latitude,Accident_Severity,Day_of_Week,Time,Speed_limit,Light_Conditions,Weather_Conditions,Date
9777,87.47475743,25.77309974,3,5,13:00,30,1,1,25-08-2018
9777,87.47298087,25.77780758,3,7,17:48,30,1,1,17-09-2018
9778,87.49734899,25.78997315,3,4,07:54,50,1,1,07-09-2018
9779,87.45505781,25.7911285,2,2,23:55,30,4,1,12-09-2018
9780,87.45528751,25.77412324,3,5,00:01,70,4,1,11-08-2018
9781,87.48475251,25.79073892,3,2,07:15,30,1,1,15-08-2018
9782,87.45332398,25.77773779,3,4,17:15,30,1,1,28-09-2018
9783,87.47727797,25.77778711,2,4,07:11,50,1,1,07-09-2018
9784,87.49928177,25.77539059,3,3,21:33,30,1,1,27-09-2018
9785,87.45297587,25.7700405,3,1,15:15,30,1,1,25-09-2018
9787,87.4792204,25.78583759,3,7,17:03,30,1,1,01-10-2018
9787,87.49019312,25.7859812,3,1,09:45,30,1,1,25-09-2018
9788,87.48057158,25.78713721,3,7,20:53,30,4,1,30-09-2018
9789,87.4814771,25.77509472,3,2,09:00,30,1,1,27-09-2018
9790,87.49841454,25.77055197,3,4,08:20,30,1,1,28-09-2018
9791,87.47151387,25.7827752,3,7,21:20,50,4,1,02-09-2018
9792,87.4543275,25.77723457,3,3,18:10,30,1,1,27-09-2018
9793,87.47515999,25.77795477,3,3,19:53,30,1,1,27-09-2018
9794,87.49119771,25.79052823,2,7,13:00,50,1,1,23-09-2018
9795,87.49250271,25.79243597,3,3,18:00,40,1,1,04-10-2018
9797,87.49150487,25.77558457,3,2,20:15,30,4,1,03-10-2018
9797,87.45857838,25.78449087,3,1,22:30,50,4,1,02-10-2018
9798,87.4842437,25.7787328,3,4,17:00,30,4,2,12-10-2018
9799,87.48817877,25.77715804,3,4,17:20,30,1,2,12-10-2018
9800,87.45547208,25.78494541,3,5,09:20,30,1,1,07-10-2018
9801,87.49135105,25.77547851,3,4,21:20,30,4,1,05-10-2018
9802,87.48795715,25.78745755,2,7,19:15,30,4,1,23-09-2018
9803,87.48737937,25.77737487,3,2,09:32,30,1,1,03-10-2018
9804,87.48204387,25.78871033,3,4,15:20,30,1,2,12-10-2018
9805,87.4772209,25.77772498,3,2,15:15,30,1,1,10-10-2018
9807,87.4883507,25.77213578,2,2,17:50,30,1,1,17-10-2018
9807,87.47974375,25.77379749,3,3,22:30,40,4,1,11-10-2018
9808,87.47407148,25.7777,3,4,19:40,30,4,1,12-10-2018
9809,87.48915957,25.77752284,3,5,12:00,30,1,1,13-10-2018
9810,87.49307738,25.78202972,3,5,08:59,30,1,1,13-10-2018
9811,87.47823482,25.7847114,3,4,15:30,30,1,1,19-10-2018
9812,87.49412937,25.78283777,3,4,05:55,30,4,1,19-10-2018
9813,87.4717777,25.77831873,2,1,10:11,30,1,1,04-09-2018
9814,87.45874009,25.79079473,3,3,07:20,30,4,1,11-10-2018
9815,87.47977358,25.77727827,3,4,21:04,30,4,1,18-05-2018
9817,87.47323752,25.7723197,3,1,11:50,30,1,1,23-10-2018
9817,87.45177277,25.77884309,3,7,14:00,30,1,1,21-10-2018
9818,87.45577142,25.78943735,3,1,15:13,50,1,1,23-10-2018
9819,87.48919774,25.78884307,3,4,17:00,30,1,1,24-08-2018
9820,87.47727448,25.77052471,3,4,10:20,30,1,1,27-10-2018
9821,87.47723744,25.77277385,3,4,08:00,40,1,2,02-11-2018
9822,87.47449005,25.78973998,3,5,18:44,30,1,1,29-09-2018
9823,87.48173588,25.78582937,3,7,21:40,30,4,1,17-09-2018
9824,87.45984155,25.77338371,3,5,17:40,30,4,1,03-11-2018
9825,87.47372257,25.77701771,3,7,23:05,30,4,1,08-10-2018
9827,87.47104358,25.77797191,3,7,23:32,30,4,1,05-11-2018
9827,87.49724429,25.77938707,3,4,17:58,30,1,1,27-10-2018
9828,87.47200287,25.77903973,3,1,00:30,30,4,1,09-10-2018
9829,87.45753137,25.77773778,2,7,17:15,30,1,1,30-09-2018
9830,87.47298097,25.77744551,3,4,17:53,30,1,1,31-08-2018
9831,87.45417114,25.77454449,3,3,17:20,30,1,1,25-10-2018
9832,87.4787371,25.78070577,3,5,08:20,30,1,1,13-10-2018
9833,87.49093791,25.77313211,3,7,02:28,30,4,1,12-08-2018
9834,87.47941513,25.78935791,3,7,04:40,30,4,1,04-11-2018
9835,87.45781743,25.77352158,3,7,12:30,30,1,1,08-10-2018
9837,87.45333205,25.77307937,3,2,08:45,30,1,1,17-10-2018
9837,87.47092711,25.7755974,2,4,21:12,30,4,1,27-10-2018
9838,87.48512714,25.77788383,3,7,18:33,30,1,1,28-10-2018
9839,87.49533501,25.77453599,3,4,19:45,30,4,1,09-11-2018
9840,87.45791203,25.78232487,3,7,20:27,30,4,2,11-11-2018
9841,87.49374051,25.77171115,3,7,14:47,30,1,1,19-11-2018
9842,87.45787095,25.77530521,3,7,11:40,40,1,1,05-11-2018
9843,87.45275509,25.77524417,3,5,07:45,30,1,1,20-10-2018
9844,87.45301229,25.791987,3,1,14:25,50,1,1,23-10-2018
9845,87.45702272,25.77312455,3,3,12:24,30,1,1,08-11-2018
9847,87.47303307,25.77484784,3,2,08:30,30,1,1,07-11-2018
9847,87.47875748,25.77753897,3,7,18:05,30,4,2,11-11-2018
9848,87.48907025,25.77384247,3,3,12:55,30,1,1,15-11-2018
9849,87.49381272,25.79087199,3,7,14:40,30,1,1,19-11-2018
9850,87.4705952,25.78155412,3,7,01:40,30,4,2,19-11-2018
9851,87.47731837,25.77907027,2,1,23:03,50,4,7,20-11-2018
9852,87.49481734,25.77382179,3,2,04:00,50,4,1,21-11-2018
9853,87.49703507,25.78780137,3,3,00:30,30,4,1,22-11-2018
9854,87.49788274,25.77710138,3,4,07:45,30,4,1,17-11-2018
9855,87.48323345,25.77770174,3,1,17:10,30,1,1,20-11-2018
9857,87.48272929,25.78337903,2,2,17:30,30,1,1,21-11-2018
9857,87.45509727,25.77388011,3,7,08:45,30,1,1,18-11-2018
9858,87.49202743,25.77303484,3,2,15:25,30,1,1,21-11-2018
9859,87.48473798,25.77543582,3,2,12:20,30,1,1,21-11-2018
9870,87.48770879,25.77978514,3,3,09:15,30,1,1,22-11-2018
9871,87.4943447,25.77890053,3,7,12:24,30,1,1,18-11-2018
9872,87.45155525,25.77773582,3,5,15:00,30,1,1,24-11-2018
9873,87.48870217,25.7774854,3,1,01:50,30,4,2,14-08-2018
9874,87.45790287,25.77514179,3,7,23:33,30,4,1,27-08-2018
9875,87.47472211,25.77387088,3,2,21:15,30,1,1,19-09-2018
9877,87.49100333,25.79145317,3,4,07:55,30,1,1,09-11-2018
9877,87.47919295,25.77929775,3,2,05:28,30,4,2,21-11-2018
9878,87.47183775,25.77855784,3,5,15:20,30,1,1,24-11-2018
9879,87.47834171,25.77495337,3,7,17:47,30,4,1,25-11-2018
9870,87.47977739,25.77152034,3,7,09:02,30,1,2,27-11-2018
9871,87.47405435,25.78451559,3,7,07:10,30,1,1,03-12-2018
9872,87.47474973,25.78248579,3,7,23:02,30,4,1,03-12-2018
9873,87.47790529,25.78407392,3,1,10:00,30,1,1,04-12-2018
9874,87.47351987,25.77229773,3,7,14:45,30,1,1,27-11-2018
9875,87.45529915,25.78071537,3,5,09:30,30,1,1,01-12-2018
9877,87.48171135,25.78105942,3,5,11:43,30,1,1,24-11-2018
9877,87.47979923,25.78837511,3,2,08:31,50,1,1,28-11-2018
9878,87.45744381,25.78781401,3,3,08:35,50,1,1,08-11-2018
9879,87.47772943,25.7842092,3,2,17:45,30,4,2,05-12-2018
9880,87.47211359,25.7787037,2,5,19:00,50,4,1,24-11-2018
9881,87.4800885,25.78814749,3,7,20:00,30,4,1,10-12-2018
9882,87.48914139,25.78351471,3,1,00:09,30,4,1,11-12-2018
9883,87.45772807,25.7742083,3,1,15:30,30,4,1,11-12-2018
9884,87.487277,25.78152015,3,5,17:15,30,4,1,15-12-2018
9885,87.48739537,25.78791279,3,2,17:40,30,1,1,28-11-2018
9887,87.498395,25.79032747,3,5,20:05,40,4,1,01-12-2018
9887,87.45823984,25.77717772,3,1,18:50,30,4,1,11-12-2018
9888,87.47922384,25.78122871,3,5,14:14,30,1,1,15-12-2018
9889,87.47781009,25.77841777,2,7,18:35,30,4,1,17-12-2018
9890,87.45171552,25.77485774,3,4,19:05,30,4,1,17-11-2018
9891,87.47200021,25.77597738,3,5,18:15,30,1,1,08-12-2018
9892,87.48177171,25.77801299,3,7,19:00,30,4,1,17-12-2018
9893,87.45845023,25.77810751,3,7,11:13,30,1,1,10-12-2018
9894,87.49552747,25.78775402,3,7,17:55,30,4,1,10-12-2018
9895,87.4580242,25.7877384,2,7,15:54,30,4,1,17-12-2018
9897,87.49771297,25.79171519,3,7,10:45,40,1,1,03-12-2018
9897,87.49772945,25.77970799,3,4,17:55,30,4,1,23-11-2018
9898,87.49047285,25.77914795,3,3,02:51,30,4,1,07-12-2018
9899,87.47035298,25.7749151,3,3,17:30,30,4,1,15-11-2018
9900,87.48941074,25.77170475,3,3,08:35,30,1,1,29-11-2018
9901,87.48240773,25.78497114,3,5,18:35,30,4,1,01-12-2018
9902,87.47592172,25.78732811,3,3,05:05,30,4,1,13-12-2018
9903,87.47191598,25.78530173,3,4,17:45,30,4,1,21-12-2018
9904,87.47477318,25.79037345,3,3,00:42,50,4,1,13-12-2018
9905,87.47037414,25.77527715,3,7,18:30,40,4,2,02-12-2018
9907,87.49574523,25.77189703,3,1,17:45,30,4,2,11-12-2018
9907,87.45977095,25.77923772,3,2,17:20,30,4,1,12-12-2018
9908,87.47900987,25.77400898,3,1,09:00,40,1,1,11-12-2018
9909,87.47079759,25.77997177,3,4,11:29,30,1,1,07-12-2018
9910,87.47242197,25.7793917,3,4,21:58,30,4,1,23-11-2018
9911,87.47312787,25.77773958,3,7,18:34,30,4,1,24-12-2018
9912,87.47274875,25.78930904,3,3,10:30,30,1,1,20-12-2018
9913,87.48540183,25.78239707,3,4,17:05,30,4,1,21-12-2018
9914,87.47485387,25.78873841,3,7,18:47,30,4,1,24-12-2018
9915,87.4573807,25.7788015,3,4,08:30,30,1,1,21-12-2018
9917,87.47950943,25.78775573,3,2,13:42,30,1,1,27-12-2018
9917,87.49437022,25.77417308,3,7,23:00,30,4,1,23-12-2018
9918,87.47398157,25.78939089,3,3,18:37,30,4,1,20-12-2018
9919,87.45228332,25.78473335,3,7,19:00,30,4,1,05-11-2018
9920,87.45757882,25.77504339,3,1,11:45,30,1,1,18-12-2018
9921,87.48709745,25.77735228,3,7,15:50,30,4,1,31-12-2018
9922,87.48135285,25.78408807,3,7,12:57,30,1,1,24-12-2018
9923,87.49154933,25.77393322,3,1,18:25,50,4,1,25-12-2018
9924,87.49798197,25.7772713,3,5,19:25,50,4,1,29-12-2018
9925,87.49902504,25.77199255,3,7,17:45,40,4,2,30-12-2018
9927,87.49415529,25.77797277,3,4,11:45,30,1,1,14-12-2018
9927,87.45774222,25.78587724,3,7,17:40,30,4,2,30-12-2018
9928,87.47997525,25.77872431,3,2,17:19,30,4,1,21-11-2018
9929,87.45973701,25.78297288,3,2,19:32,30,1,1,07-11-2018
9930,87.47772711,25.78370024,3,3,20:35,30,4,1,13-12-2018
9931,87.45255701,25.78273777,3,7,15:20,30,1,1,17-12-2018
9932,87.48341422,25.77919237,3,3,17:35,30,4,1,08-11-2018
9933,87.47859547,25.78871219,3,7,23:48,30,4,1,21-10-2018
9934,87.47524393,25.77152455,3,4,09:44,30,1,1,17-11-2018
9935,87.47287088,25.77770951,3,7,17:20,30,1,1,07-05-2018
9937,87.47471277,25.77524319,3,7,21:00,30,4,1,01-01-2018
9937,87.45207572,25.7710382,2,2,11:10,30,1,2,10-01-2018
9938,87.48837154,25.79079941,3,7,17:10,30,1,1,15-01-2018
9939,87.49050224,25.77382524,3,4,09:09,30,1,1,05-01-2018
9940,87.49924472,25.77579108,2,4,09:32,30,1,1,05-01-2018
9941,87.47145074,25.77743597,3,5,00:54,30,4,1,07-01-2018
9942,87.48344704,25.78138977,3,7,13:40,30,1,1,07-01-2018
9943,87.47454015,25.77218817,3,3,21:25,30,4,1,11-01-2018
9944,87.45877,25.77937022,3,7,17:51,30,4,1,14-01-2018
9945,87.48498457,25.7755479,3,7,00:48,30,4,1,15-01-2018
9947,87.47901824,25.77714079,3,2,20:50,30,4,1,24-01-2018
9947,87.49743528,25.78591227,3,5,15:35,30,1,1,20-01-2018
9948,87.45513142,25.78512032,3,5,18:02,30,4,1,13-01-2018
9949,87.48277785,25.79125709,3,3,07:57,30,1,1,04-01-2018
9950,87.48949977,25.77517411,3,3,07:00,30,4,1,11-01-2018
9951,87.48725003,25.77974212,3,2,00:15,30,4,1,24-01-2018
9952,87.49079781,25.78304707,3,2,10:30,30,1,1,17-01-2018
9953,87.48909949,25.7797159,3,7,12:30,30,1,1,14-01-2018
9954,87.47578777,25.77027073,3,5,14:40,30,1,1,27-01-2018
9955,87.47358929,25.7700494,3,7,17:25,30,1,1,21-01-2018
9957,87.47380079,25.77508098,3,2,20:00,30,4,2,17-01-2018
9957,87.45218283,25.78774848,3,3,13:31,30,1,1,18-01-2018
9958,87.49280807,25.78975892,3,4,08:08,30,1,1,19-01-2018
9959,87.48305801,25.79111202,2,5,12:18,30,1,1,20-01-2018
9970,87.45253471,25.77198577,2,5,08:40,30,1,1,20-01-2018
9971,87.48524777,25.77222017,3,7,17:47,30,4,2,22-01-2018
9972,87.49535057,25.79157591,3,2,14:47,30,1,1,03-01-2018
9973,87.49083417,25.77717702,3,7,19:15,30,4,1,28-01-2018
9974,87.47474003,25.77704157,3,4,14:20,30,1,1,27-01-2018
9975,87.48444234,25.77973723,3,5,15:45,30,1,1,20-01-2018
9977,87.47739723,25.78401108,3,7,11:47,30,1,1,22-01-2018
9977,87.47494577,25.79259474,3,7,09:20,30,1,1,22-01-2018
9978,87.47334117,25.77311545,3,1,18:45,30,4,1,23-01-2018
9979,87.47923477,25.79130189,3,3,18:25,30,4,2,25-01-2018
9970,87.47045374,25.77387471,3,5,17:04,30,1,1,27-01-2018
9971,87.47083785,25.78781782,3,7,05:11,30,4,1,29-01-2018
9972,87.45737471,25.77587281,3,7,07:40,30,1,2,28-01-2018
9973,87.47475075,25.78778927,3,7,17:00,30,4,1,21-01-2018
9974,87.47219354,25.77358784,3,7,01:50,30,4,1,29-01-2018
9975,87.47539392,25.78591747,2,2,07:57,30,1,1,31-01-2018
9977,87.47721015,25.77473399,3,2,13:50,30,1,1,31-01-2018
9977,87.45202447,25.779137,3,5,17:15,30,4,1,07-01-2018
9978,87.4521911,25.77479899,3,4,18:30,30,4,1,27-01-2018
9979,87.48801184,25.77852253,3,5,18:00,30,4,2,27-01-2018
9980,87.48071925,25.78912797,3,5,14:30,30,1,1,27-01-2018
9981,87.4720977,25.7839474,3,7,07:20,30,4,2,28-01-2018
9982,87.48479072,25.77783174,3,7,10:15,30,1,1,29-01-2018
9983,87.49474373,25.79003134,3,3,09:45,30,1,1,01-02-2018
9984,87.47773705,25.77792581,3,3,18:37,30,4,2,01-02-2018
9985,87.47772438,25.78700494,3,3,18:18,30,4,2,01-02-2018
9987,87.48953332,25.77422747,3,3,11:20,30,1,1,01-02-2018
9987,87.47210257,25.77331575,3,4,09:15,30,1,1,02-02-2018
9988,87.45941459,25.78381777,3,2,10:00,30,1,2,10-01-2018
9989,87.47873037,25.79115701,3,7,15:13,30,1,2,28-01-2018
9990,87.49574727,25.77777378,3,5,13:30,30,1,1,03-02-2018
9991,87.45577773,25.78897334,2,7,21:57,30,4,1,05-02-2018
9992,87.4577348,25.7737385,3,1,14:10,30,1,1,07-02-2018
9993,87.47788305,25.77959434,3,7,12:19,30,1,1,05-02-2018
9994,87.47029729,25.77181233,3,1,15:43,30,1,1,07-02-2018
9995,87.48824927,25.7882447,3,5,15:10,30,1,1,17-02-2018
9997,87.47554575,25.77749494,3,2,13:42,30,1,1,07-02-2018
9997,87.49222844,25.79108944,3,2,21:45,30,4,1,07-02-2018
9998,87.48791207,25.77177787,3,3,12:05,30,1,1,08-02-2018
9999,87.47920972,25.78342402,2,4,11:55,30,1,1,09-02-2018
10000,87.47021059,25.7771705,3,5,10:22,30,1,1,10-02-2018
10001,87.48885335,25.77128581,3,1,12:15,30,1,1,07-02-2018
10002,87.48730137,25.77547907,3,7,18:03,30,4,2,11-02-2018
10003,87.48592813,25.77375973,3,7,12:00,30,1,1,12-02-2018
10004,87.45977279,25.78112311,3,7,17:25,30,4,2,12-02-2018
10005,87.45737813,25.77910037,3,7,09:25,30,1,2,11-02-2018
10007,87.47407275,25.77528507,3,1,22:50,30,4,1,13-02-2018
10007,87.47230053,25.77421438,3,3,14:30,30,1,1,22-02-2018
10008,87.49251777,25.77755803,3,4,11:20,30,1,1,02-02-2018
10009,87.47177284,25.77895255,3,4,11:00,30,1,1,09-02-2018
10010,87.48095702,25.79137571,3,5,21:20,30,4,2,17-02-2018
10011,87.48591417,25.7804971,3,5,23:45,30,4,1,17-02-2018
10012,87.45853922,25.78879405,2,5,13:18,30,1,2,17-02-2018
10013,87.47708774,25.77737752,2,2,17:41,30,4,1,14-02-2018
10014,87.47343281,25.79177583,3,7,15:50,30,1,2,28-01-2018
10015,87.49347999,25.77174407,3,2,12:17,30,1,1,24-01-2018
10017,87.47114442,25.77224749,3,2,23:40,30,4,1,14-02-2018
10017,87.45237324,25.79151457,3,5,10:14,30,1,8,24-02-2018
10018,87.49487784,25.77412488,3,7,14:29,30,1,1,25-02-2018
10019,87.45227725,25.78755441,3,7,09:37,30,1,1,18-02-2018
10020,87.49171552,25.77810507,3,7,15:11,30,1,1,18-02-2018
10021,87.47735185,25.7745015,3,7,20:30,30,4,1,18-02-2018
10022,87.47804284,25.78524995,3,7,17:20,30,4,2,18-02-2018
10023,87.48437133,25.77347387,3,7,21:40,30,4,1,19-02-2018
10024,87.47128257,25.77437531,2,7,01:55,30,4,1,19-02-2018
10025,87.4799008,25.77801837,3,7,17:00,30,1,1,19-02-2018
10027,87.47730477,25.77029778,3,1,13:03,30,1,1,20-02-2018
10027,87.47357075,25.78343013,2,1,19:48,30,4,1,20-02-2018
10028,87.49741955,25.77488927,3,1,12:45,30,1,1,20-02-2018
10029,87.47207303,25.77508433,3,2,20:33,30,4,2,21-02-2018
10030,87.497588,25.78585732,3,1,11:45,30,1,1,20-02-2018
10031,87.4800379,25.77797057,3,3,10:44,30,1,1,22-02-2018
10032,87.48714521,25.77532943,3,7,18:25,30,4,1,25-02-2018
10033,87.4827988,25.77888182,3,7,10:25,30,1,1,25-02-2018
10034,87.45178451,25.77875549,3,2,08:40,30,1,7,28-02-2018
10035,87.48373737,25.77521885,3,2,09:15,30,1,1,28-02-2018
10037,87.48953082,25.77383952,3,3,10:02,30,1,2,01-03-2018
10037,87.47389274,25.78879542,3,7,18:20,30,4,2,27-02-2018
10038,87.47127194,25.77239271,3,3,18:17,30,1,1,11-01-2018
10039,87.47399847,25.77821277,3,2,14:35,30,1,1,28-02-2018
10040,87.47315173,25.78315595,2,2,17:20,30,4,1,24-01-2018
10041,87.48192331,25.78184547,3,1,02:35,30,4,1,09-01-2018
10042,87.49007884,25.77872001,3,3,17:45,30,4,2,22-02-2018
10043,87.49701718,25.771491,3,7,05:45,30,4,1,19-02-2018
10044,87.47375737,25.77777114,3,4,11:30,30,1,1,23-02-2018
10045,87.45750727,25.77518338,3,5,18:15,30,1,1,24-02-2018
10047,87.47977443,25.79238135,3,5,09:40,30,1,2,03-03-2018
10047,87.49371001,25.78595287,3,5,08:07,30,1,1,03-03-2018
10048,87.48437197,25.77734723,3,2,14:35,30,1,2,28-02-2018
10049,87.45209927,25.77755519,3,3,09:13,30,1,2,01-03-2018
10050,87.47391021,25.78802073,3,3,08:55,30,1,1,01-03-2018
10051,87.4919375,25.78307757,3,4,20:57,30,4,2,02-03-2018
10052,87.47797113,25.79259977,3,5,07:42,30,1,1,03-03-2018
10053,87.4781273,25.788727,3,5,18:19,30,4,1,03-03-2018
10054,87.47729195,25.77442772,3,7,23:10,30,4,1,05-03-2018
10055,87.45445785,25.78283829,3,5,08:45,30,1,1,03-03-2018
10057,87.47494844,25.79158507,3,7,19:35,30,4,1,05-03-2018
10057,87.47581821,25.7797559,3,7,01:00,30,4,7,05-03-2018
10058,87.49414038,25.79039752,3,3,07:25,30,1,1,08-03-2018
10059,87.47177908,25.77870011,3,3,22:27,30,4,1,08-03-2018
10070,87.45248322,25.77017748,3,4,14:50,30,1,1,09-03-2018
10071,87.49325888,25.77412493,3,4,09:00,30,1,1,09-03-2018
10072,87.47321487,25.77707951,3,4,17:51,30,1,1,09-03-2018
10073,87.48799721,25.78340027,3,7,09:00,30,1,1,11-03-2018
10074,87.49803977,25.77735474,3,4,14:00,30,1,1,02-03-2018
10075,87.49150323,25.77534443,2,1,21:00,30,4,1,13-03-2018
10077,87.45808898,25.79243754,3,2,11:30,30,1,1,14-03-2018
10077,87.47778757,25.77772877,3,4,19:24,30,4,1,17-03-2018
10078,87.49730777,25.79057387,3,4,13:50,30,1,1,17-03-2018
10079,87.48293717,25.77577335,3,5,20:10,30,1,1,10-03-2018
10070,87.47394778,25.77298071,3,2,20:55,30,4,3,21-02-2018
10071,87.48220933,25.77834252,2,3,14:10,30,1,1,15-03-2018
10072,87.48572728,25.78090317,2,1,00:01,30,4,1,17-01-2018
10073,87.4814821,25.77903137,3,2,17:30,30,4,4,31-01-2018
10074,87.48407252,25.77881775,3,3,11:50,30,1,2,22-03-2018
10075,87.49254722,25.77378424,3,3,08:45,30,1,1,01-03-2018
10077,87.49014722,25.77325331,3,1,09:45,30,1,1,20-03-2018
10077,87.45182598,25.78818701,2,7,18:04,30,1,1,18-03-2018
10078,87.47157177,25.77595347,3,7,15:03,30,1,1,27-03-2018
10079,87.47725785,25.78477271,3,5,09:25,30,1,1,10-03-2018
10080,87.45504958,25.78947038,3,3,15:30,30,1,1,15-03-2018
10081,87.4855117,25.77833873,3,7,00:48,30,4,1,27-03-2018
10082,87.45253494,25.77907208,3,3,15:48,30,1,1,15-02-2018
10083,87.45710878,25.78843178,3,3,15:37,30,1,7,22-02-2018
10084,87.47819722,25.77171854,3,7,11:45,30,1,1,18-02-2018
10085,87.48278222,25.78193827,3,3,22:30,30,4,1,15-03-2018
10087,87.45739541,25.77082325,3,4,17:07,30,1,2,17-03-2018
10087,87.47597727,25.77482725,3,5,17:40,30,1,1,17-03-2018
10088,87.47743702,25.77944293,3,5,08:10,30,1,1,17-03-2018
10089,87.49078159,25.77349372,3,7,14:33,30,1,1,05-03-2018
10090,87.48059521,25.77715071,3,5,17:05,30,1,1,17-03-2018
10091,87.49475775,25.78917071,3,4,17:30,30,1,2,27-01-2018
10092,87.49875273,25.77515377,3,1,12:45,30,1,1,13-02-2018
10093,87.49192292,25.78209188,3,5,23:48,30,4,2,17-02-2018
10094,87.47545387,25.79114745,3,5,22:37,30,4,2,17-02-2018
10095,87.47459017,25.77483245,3,2,00:20,30,4,2,21-02-2018
10097,87.49150001,25.77757459,3,4,10:38,30,1,1,23-02-2018
10097,87.49300859,25.78271947,3,4,08:44,30,1,1,23-02-2018
10098,87.45998419,25.77773143,3,5,17:13,30,4,1,24-02-2018
10099,87.48843598,25.78701571,3,7,20:20,30,4,1,25-02-2018
10100,87.48175273,25.77711017,3,2,10:20,30,1,1,28-02-2018
10101,87.47048875,25.78771254,3,3,18:30,30,1,1,22-03-2018
10102,87.48089187,25.78505025,3,7,17:12,30,1,1,11-03-2018
10103,87.47320837,25.78442477,2,7,22:40,30,4,2,11-03-2018
10104,87.47257448,25.77301971,3,1,02:24,30,4,2,13-03-2018
10105,87.47173525,25.77874097,3,7,02:10,30,4,1,25-03-2018
10107,87.45590599,25.78271832,3,7,10:50,30,1,1,12-03-2018
10107,87.480735,25.7738553,3,4,20:00,30,4,1,17-03-2018
10108,87.47847077,25.77984723,3,4,12:20,30,1,1,17-03-2018
10109,87.48889991,25.78749481,3,5,08:07,30,1,1,17-03-2018
10110,87.4942318,25.78208035,3,5,13:40,30,1,1,17-03-2018
10111,87.48235974,25.77270724,3,1,13:45,30,1,1,13-03-2018
10112,87.48241539,25.77782759,3,3,13:40,30,1,1,15-03-2018
10113,87.47547571,25.77788777,3,5,18:57,30,7,1,17-03-2018
10114,87.47950738,25.77945412,3,5,08:10,30,1,2,24-03-2018
10115,87.48405248,25.78140885,3,5,18:35,30,4,1,24-03-2018
10117,87.47074357,25.78217294,2,4,15:50,30,1,1,23-03-2018
10117,87.49520082,25.7773777,3,7,17:40,30,1,1,27-03-2018
10118,87.47809473,25.77933817,3,7,00:01,30,4,1,27-03-2018
10119,87.47954299,25.77409147,3,3,18:30,30,4,1,15-03-2018
10120,87.49031487,25.77705009,3,4,08:30,30,1,1,13-04-2018
10121,87.48074415,25.77770731,3,7,22:30,30,4,1,25-03-2018
10122,87.48419085,25.77727757,3,7,15:40,30,1,1,27-03-2018
10123,87.48077319,25.77000275,3,1,02:19,30,4,1,27-03-2018
10124,87.45752025,25.77472787,3,4,08:30,30,1,1,23-03-2018
10125,87.47947379,25.78339729,3,3,11:20,30,1,1,29-03-2018
10127,87.47788758,25.77793751,3,3,18:59,30,4,2,29-03-2018
10127,87.4925327,25.78525878,3,3,13:45,30,1,1,29-03-2018
10128,87.48177147,25.7747553,3,3,13:10,30,1,1,29-03-2018
10129,87.4579719,25.77729778,3,2,03:00,30,4,1,28-03-2018
10130,87.48997335,25.77214975,3,4,17:30,30,1,1,30-03-2018
10131,87.47788937,25.78827773,3,4,17:35,30,1,1,30-03-2018
10132,87.47039259,25.78285128,3,1,18:48,30,1,1,03-04-2018
10133,87.48141544,25.77575057,3,5,17:19,30,1,1,31-03-2018
10134,87.49427044,25.77488279,3,7,19:58,30,1,2,27-03-2018
10135,87.47875458,25.78424272,3,4,14:37,30,1,1,23-02-2018
10137,87.48780581,25.77747797,3,4,19:00,30,1,1,30-03-2018
10137,87.48729879,25.77513739,2,5,17:30,30,1,1,31-03-2018
10138,87.45877581,25.7778483,3,1,22:15,30,4,1,27-03-2018
10139,87.45704878,25.78874792,3,2,05:37,30,4,1,28-02-2018
10140,87.47145971,25.78351035,3,7,10:58,30,1,1,05-02-2018
10141,87.48281277,25.7872044,3,5,23:50,30,4,1,31-03-2018
10142,87.47354211,25.77774983,3,2,13:47,30,1,1,21-02-2018
10143,87.48941178,25.7739879,3,4,10:38,30,1,1,17-03-2018
10144,87.49718229,25.77723778,3,3,17:35,30,1,1,22-03-2018
10145,87.47770345,25.77135342,3,4,18:47,30,1,1,23-03-2018
10147,87.47791249,25.77740302,3,7,12:00,30,1,1,27-03-2018
10147,87.49831373,25.78721828,3,7,15:50,30,1,1,27-03-2018
10148,87.48991224,25.77008201,2,2,21:25,30,4,1,28-03-2018
10149,87.45797953,25.77509888,3,5,15:25,30,1,1,17-03-2018
10150,87.475797,25.78079773,3,4,12:45,30,1,1,23-03-2018
10151,87.47843442,25.78420355,3,5,13:27,30,1,1,21-04-2018
10152,87.47401791,25.78315112,3,3,19:18,30,1,1,03-05-2018
10153,87.49779187,25.77574107,3,7,17:40,30,1,1,01-04-2018
10154,87.48394332,25.77439884,3,7,15:38,30,1,1,02-04-2018
10155,87.47450227,25.78917779,3,7,23:21,30,4,1,01-04-2018
10157,87.4734203,25.77742308,3,1,17:40,30,1,1,03-04-2018
10157,87.48708548,25.78120954,3,1,20:05,30,4,1,03-04-2018
10158,87.49749521,25.77737485,3,2,10:00,30,1,2,04-04-2018
10159,87.47733042,25.77570171,3,2,19:15,30,4,1,04-04-2018
10170,87.47298377,25.77524452,3,3,14:53,30,1,1,05-04-2018
10171,87.48912107,25.78777775,3,3,09:29,30,1,1,05-04-2018
10172,87.49107425,25.79184731,3,4,11:25,30,1,2,07-04-2018
